Feeder Name, Energy consumption 2019 run, Energy consumption 2020 run, Difference
 NY_01_21353, 3491040000.0, 3176710000.0, 314330000.0
 NY_01_215451, 6074500000.0, 5246670000.0, 827830000.0
 NY_01_215452, 10877200000.0, 7786640000.0, 3090560000.0
 NY_01_2161, 6692530000.0, 7382840000.0, -690310000.0
 NY_01_2163, 5517910000.0, 6381620000.0, -863710000.0
 NY_01_2164, 11390200000.0, 14949900000.0, -3559700000.0
 NY_01_2166, 8241800000.0, 11059600000.0, -2817800000.0
 NY_01_2167, 8597670000.0, 10877800000.0, -2280130000.0
 NY_01_2168, 5275310000.0, 5288570000.0, -13260000.0
 NY_01_2169, 11096300000.0, 13181200000.0, -2084900000.0
 NY_01_2171, 6580760000.0, 7956160000.0, -1375400000.0
 NY_01_2172, 1332760000.0, 2247590000.0, -914830000.0
 NY_01_2173, 6228750000.0, 8319600000.0, -2090850000.0
 NY_01_2261, 5365320000.0, 6241750000.0, -876430000.0
 NY_01_2262, 4488700000.0, 5711850000.0, -1223150000.0
 NY_01_2263, 6486600000.0, 10196800000.0, -3710200000.0
 NY_01_2264, 6128820000.0, 8147940000.0, -2019120000.0
 NY_01_2267, 7337110000.0, 10417600000.0, -3080490000.0
 NY_01_2268, 9061700000.0, 7507490000.0, 1554210000.0
 NY_01_2269, 7390110000.0, 10567900000.0, -3177790000.0
 NY_01_2271, 5395520000.0, 6108730000.0, -713210000.0
 NY_01_2272, 7328110000.0, 10356800000.0, -3028690000.0
 NY_01_2273, 6348850000.0, 8239240000.0, -1890390000.0
 NY_01_22951, 21953800000.0, 23378400000.0, -1424600000.0
 NY_01_22952, 17228400000.0, 15125800000.0, 2102600000.0
 NY_01_22953, 16604900000.0, 21210700000.0, -4605800000.0
 NY_01_22954, 12220300000.0, 14976100000.0, -2755800000.0
 NY_01_22955, 37139400000.0, 38144000000.0, -1004600000.0
 NY_01_22956, 23718200000.0, 29802000000.0, -6083800000.0
 NY_01_22957, 15497300000.0, 18764000000.0, -3266700000.0
 NY_01_2361, 8270340000.0, 9328970000.0, -1058630000.0
 NY_01_2362, 6574390000.0, 6810090000.0, -235700000.0
 NY_01_2364, 9678660000.0, 11227600000.0, -1548940000.0
 NY_01_2365, 6557360000.0, 6851410000.0, -294050000.0
 NY_01_2366, 734281000.0, 871577000.0, -137296000.0
 NY_01_2367, 6501160000.0, 8858500000.0, -2357340000.0
 NY_01_2368, 5576620000.0, 7956510000.0, -2379890000.0
 NY_01_2369, 6097080000.0, 7836200000.0, -1739120000.0
 NY_01_2371, 6545620000.0, 8097900000.0, -1552280000.0
 NY_01_2372, 8040650000.0, 11161800000.0, -3121150000.0
 NY_01_2373, 5733170000.0, 6727240000.0, -994070000.0
 NY_01_2461, 4018280000.0, 3942560000.0, 75720000.0
 NY_01_2462, 8996240000.0, 11882300000.0, -2886060000.0
 NY_01_2463, 6611880000.0, 7797630000.0, -1185750000.0
 NY_01_2465, 8104000000.0, 9513030000.0, -1409030000.0
 NY_01_2466, 6578440000.0, 5907110000.0, 671330000.0
 NY_01_2467, 8611020000.0, 10514500000.0, -1903480000.0
 NY_01_2469, 7460220000.0, 9759190000.0, -2298970000.0
 NY_01_2471, 7559840000.0, 8704850000.0, -1145010000.0
 NY_01_2472, 6802540000.0, 8807040000.0, -2004500000.0
 NY_01_2473, 4300990000.0, 4730580000.0, -429590000.0
 NY_01_2563, 5686490000.0, 4859560000.0, 826930000.0
 NY_01_2564, 5808540000.0, 5553890000.0, 254650000.0
 NY_01_2565, 7381990000.0, 6497610000.0, 884380000.0
 NY_01_2566, 4129630000.0, 3962540000.0, 167090000.0
 NY_01_2568, 5211310000.0, 4892910000.0, 318400000.0
 NY_01_2569, 3463890000.0, 3470700000.0, -6810000.0
 NY_01_2571, 1984090000.0, 3755680000.0, -1771590000.0
 NY_01_2572, 3180210000.0, 3219370000.0, -39160000.0
 NY_01_2573, 3992540000.0, 3769690000.0, 222850000.0
 NY_01_2661, 5685550000.0, 4888130000.0, 797420000.0
 NY_01_2662, 6030120000.0, 6386540000.0, -356420000.0
 NY_01_2663, 4429980000.0, 5198310000.0, -768330000.0
 NY_01_2665, 6548460000.0, 5562160000.0, 986300000.0
 NY_01_2666, 3367580000.0, 7658290000.0, -4290710000.0
 NY_01_2667, 5413010000.0, 4966030000.0, 446980000.0
 NY_01_2669, 4705440000.0, 4681300000.0, 24140000.0
 NY_01_2671, 4850160000.0, 5465650000.0, -615490000.0
 NY_01_2672, 2820730000.0, 2583260000.0, 237470000.0
 NY_01_2673, 5967460000.0, 6038250000.0, -70790000.0
 NY_01_2675, 3036240000.0, 3267010000.0, -230770000.0
 NY_01_2676, 7597580000.0, 6889860000.0, 707720000.0
 NY_01_2761, 751192000.0, 912701000.0, -161509000.0
 NY_01_2762, 6368700000.0, 8220830000.0, -1852130000.0
 NY_01_2763, 2779860000.0, 3183470000.0, -403610000.0
 NY_01_2764, 2078190000.0, 2582980000.0, -504790000.0
 NY_01_2765, 5548340000.0, 6255810000.0, -707470000.0
 NY_01_2766, 6323510000.0, 5414260000.0, 909250000.0
 NY_01_2768, 3352610000.0, 3796700000.0, -444090000.0
 NY_01_2769, 6517540000.0, 7133390000.0, -615850000.0
 NY_01_2771, 2481370000.0, 2510020000.0, -28650000.0
 NY_01_2772, 4299510000.0, 4959270000.0, -659760000.0
 NY_01_2861, 5567640000.0, 6811510000.0, -1243870000.0
 NY_01_2862, 4952090000.0, 4916580000.0, 35510000.0
 NY_01_2864, 4469070000.0, 6057820000.0, -1588750000.0
 NY_01_2865, 3053660000.0, 5756090000.0, -2702430000.0
 NY_01_2867, 8150790000.0, 10956600000.0, -2805810000.0
 NY_01_2868, 9433410000.0, 11841600000.0, -2408190000.0
 NY_01_2869, 7689390000.0, 9012640000.0, -1323250000.0
 NY_01_2871, 2271390000.0, 2965660000.0, -694270000.0
 NY_01_2872, 4597530000.0, 5018490000.0, -420960000.0
 NY_01_2873, 4518350000.0, 6308720000.0, -1790370000.0
 NY_01_2961, 1069680000.0, 1635560000.0, -565880000.0
 NY_01_2962, 2437000000.0, 2529770000.0, -92770000.0
 NY_01_2963, 5170730000.0, 6432980000.0, -1262250000.0
 NY_01_2964, 6874670000.0, 9178670000.0, -2304000000.0
 NY_01_2965, 4894250000.0, 6059160000.0, -1164910000.0
 NY_01_2966, 3229970000.0, 3325470000.0, -95500000.0
 NY_01_2967, 7568550000.0, 10963400000.0, -3394850000.0
 NY_01_2968, 7173080000.0, 10768700000.0, -3595620000.0
 NY_01_2969, 4668530000.0, 4640250000.0, 28280000.0
 NY_01_2971, 5488150000.0, 8412480000.0, -2924330000.0
 NY_01_2972, 2624070000.0, 3662280000.0, -1038210000.0
 NY_01_2973, 1540280000.0, 878615000.0, 661665000.0
 NY_01_3061, 3792920000.0, 3823120000.0, -30200000.0
 NY_01_3062, 4349120000.0, 3798160000.0, 550960000.0
 NY_01_3063, 7088830000.0, 8255710000.0, -1166880000.0
 NY_01_3064, 3413750000.0, 3800920000.0, -387170000.0
 NY_01_3065, 5019670000.0, 6309580000.0, -1289910000.0
 NY_01_3066, 5002500000.0, 4432710000.0, 569790000.0
 NY_01_3067, 1982640000.0, 2477750000.0, -495110000.0
 NY_01_3068, 3963940000.0, 5095720000.0, -1131780000.0
 NY_01_3069, 2062910000.0, 1942980000.0, 119930000.0
 NY_01_3071, 8427310000.0, 8262930000.0, 164380000.0
 NY_01_3161, 3495340000.0, 2539390000.0, 955950000.0
 NY_01_3162, 1248570000.0, 1268660000.0, -20090000.0
 NY_01_3163, 3884250000.0, 4550480000.0, -666230000.0
 NY_01_3164, 3976890000.0, 5197630000.0, -1220740000.0
 NY_01_3165, 1663440000.0, 1570640000.0, 92800000.0
 NY_01_3166, 5660480000.0, 4822710000.0, 837770000.0
 NY_01_3167, 5805010000.0, 6234970000.0, -429960000.0
 NY_01_3171, 6496810000.0, 8011280000.0, -1514470000.0
 NY_01_3172, 4795190000.0, 5188790000.0, -393600000.0
 NY_01_3173, 3194890000.0, 3946720000.0, -751830000.0
 NY_01_3261, 3749780000.0, 3999470000.0, -249690000.0
 NY_01_3262, 5437110000.0, 5693260000.0, -256150000.0
 NY_01_3263, 812499000.0, 2538590000.0, -1726091000.0
 NY_01_3264, 2623190000.0, 2686350000.0, -63160000.0
 NY_01_3267, 4573300000.0, 5310630000.0, -737330000.0
 NY_01_3268, 4424920000.0, 5779280000.0, -1354360000.0
 NY_01_3269, 3806320000.0, 3061280000.0, 745040000.0
 NY_01_3271, 1577930000.0, 1440780000.0, 137150000.0
 NY_01_3272, 6489020000.0, 3331260000.0, 3157760000.0
 NY_01_3273, 1744190000.0, 1986150000.0, -241960000.0
 NY_01_3361, 2398620000.0, 2538680000.0, -140060000.0
 NY_01_3362, 8239360000.0, 11139100000.0, -2899740000.0
 NY_01_3363, 6713920000.0, 8732610000.0, -2018690000.0
 NY_01_3365, 3246890000.0, 2454920000.0, 791970000.0
 NY_01_3366, 6781920000.0, 5176970000.0, 1604950000.0
 NY_01_3367, 3854710000.0, 1711400000.0, 2143310000.0
 NY_01_3369, 3296690000.0, 4237610000.0, -940920000.0
 NY_01_3371, 2655110000.0, 4003910000.0, -1348800000.0
 NY_01_3372, 2911270000.0, 3784990000.0, -873720000.0
 NY_01_3461, 2849530000.0, 3094110000.0, -244580000.0
 NY_01_3462, 2852990000.0, 3268520000.0, -415530000.0
 NY_01_3463, 3062830000.0, 3909450000.0, -846620000.0
 NY_01_3465, 3684630000.0, 3833080000.0, -148450000.0
 NY_01_3466, 4810530000.0, 5884840000.0, -1074310000.0
 NY_01_3467, 1575730000.0, 1969920000.0, -394190000.0
 NY_01_3468, 4046900000.0, 2134940000.0, 1911960000.0
 NY_01_3469, 4195910000.0, 3637470000.0, 558440000.0
 NY_01_3471, 6406660000.0, 5994720000.0, 411940000.0
 NY_01_3472, 6925190000.0, 2724490000.0, 4200700000.0
 NY_01_3561, 4432890000.0, 3219420000.0, 1213470000.0
 NY_01_3562, 2332160000.0, 2718890000.0, -386730000.0
 NY_01_3563, 3818020000.0, 3841600000.0, -23580000.0
 NY_01_3564, 2841110000.0, 3116820000.0, -275710000.0
 NY_01_3565, 3091890000.0, 3085370000.0, 6520000.0
 NY_01_3566, 3886370000.0, 4260190000.0, -373820000.0
 NY_01_3567, 6020690000.0, 6664840000.0, -644150000.0
 NY_01_3568, 2239780000.0, 2541990000.0, -302210000.0
 NY_01_3569, 3948250000.0, 3328150000.0, 620100000.0
 NY_01_3572, 1669450000.0, 840091000.0, 829359000.0
 NY_01_3573, 1229930000.0, 2437240000.0, -1207310000.0
 NY_01_3661, 4164280000.0, 6352690000.0, -2188410000.0
 NY_01_3662, 3093970000.0, 4402980000.0, -1309010000.0
 NY_01_3663, 5305890000.0, 7174350000.0, -1868460000.0
 NY_01_3664, 4324980000.0, 5136440000.0, -811460000.0
 NY_01_3665, 2877580000.0, 5206980000.0, -2329400000.0
 NY_01_3666, 1747520000.0, 1858790000.0, -111270000.0
 NY_01_3667, 7922580000.0, 5858130000.0, 2064450000.0
 NY_01_3668, 5164520000.0, 6018860000.0, -854340000.0
 NY_01_3671, 2967570000.0, 3546040000.0, -578470000.0
 NY_01_3672, 6058610000.0, 7320720000.0, -1262110000.0
 NY_01_3673, 1466810000.0, 2019470000.0, -552660000.0
 NY_01_3761, 8885070000.0, 9256420000.0, -371350000.0
 NY_01_3762, 4880000000.0, 6296370000.0, -1416370000.0
 NY_01_3764, 3543730000.0, 4580190000.0, -1036460000.0
 NY_01_3765, 4708440000.0, 4766660000.0, -58220000.0
 NY_01_3766, 3649280000.0, 4818890000.0, -1169610000.0
 NY_01_3767, 2340280000.0, 1976210000.0, 364070000.0
 NY_01_3768, 7006300000.0, 6996910000.0, 9390000.0
 NY_01_3769, 3728860000.0, 3457030000.0, 271830000.0
 NY_01_3771, 6164940000.0, 6541960000.0, -377020000.0
 NY_01_3772, 2233960000.0, 2284150000.0, -50190000.0
 NY_01_3773, 6743220000.0, 7147280000.0, -404060000.0
 NY_01_3861, 7776840000.0, 1944810000.0, 5832030000.0
 NY_01_3862, 4607630000.0, 2148510000.0, 2459120000.0
 NY_01_3863, 8075340000.0, 2586480000.0, 5488860000.0
 NY_01_3864, 6475210000.0, 5770310000.0, 704900000.0
 NY_01_3866, 15003500000.0, 5007530000.0, 9995970000.0
 NY_01_3867, 9922960000.0, 1914210000.0, 8008750000.0
 NY_01_3868, 3549100000.0, 2259840000.0, 1289260000.0
 NY_01_3869, 9002150000.0, 9489120000.0, -486970000.0
 NY_01_3871, 6078820000.0, 6496270000.0, -417450000.0
 NY_01_3872, 4544600000.0, 3793090000.0, 751510000.0
 NY_01_3873, 3125980000.0, 2533790000.0, 592190000.0
 NY_01_3961, 3769610000.0, 3977940000.0, -208330000.0
 NY_01_3962, 3174280000.0, 3242930000.0, -68650000.0
 NY_01_3963, 3750860000.0, 3601520000.0, 149340000.0
 NY_01_3964, 11340800000.0, 8271340000.0, 3069460000.0
 NY_01_3965, 2862730000.0, 3562780000.0, -700050000.0
 NY_01_3966, 7955670000.0, 8007900000.0, -52230000.0
 NY_01_3967, 2061700000.0, 2785510000.0, -723810000.0
 NY_01_3968, 1781930000.0, 2322660000.0, -540730000.0
 NY_01_3969, 1290490000.0, 1395250000.0, -104760000.0
 NY_01_3971, 5723280000.0, 6307090000.0, -583810000.0
 NY_01_3972, 1794830000.0, 2133790000.0, -338960000.0
 NY_01_3973, 3992260000.0, 4335170000.0, -342910000.0
 NY_01_4061, 5183850000.0, 5631780000.0, -447930000.0
 NY_01_4062, 11327400000.0, 4946000000.0, 6381400000.0
 NY_01_4063, 10235500000.0, 6354830000.0, 3880670000.0
 NY_01_4064, 9626590000.0, 8572100000.0, 1054490000.0
 NY_01_4065, 5955840000.0, 7933570000.0, -1977730000.0
 NY_01_4066, 3927610000.0, 3516150000.0, 411460000.0
 NY_01_4067, 9256210000.0, 7505370000.0, 1750840000.0
 NY_01_4068, 10766100000.0, 3520670000.0, 7245430000.0
 NY_01_4069, 12757800000.0, 5260390000.0, 7497410000.0
 NY_01_4071, 6078710000.0, 5941720000.0, 136990000.0
 NY_01_4072, 3623020000.0, 2638940000.0, 984080000.0
 NY_01_4073, 5582960000.0, 4637090000.0, 945870000.0
 NY_01_4074, 4785820000.0, 4990660000.0, -204840000.0
 NY_01_4075, 7029490000.0, 7569340000.0, -539850000.0
 NY_01_4076, 6583720000.0, 6018610000.0, 565110000.0
 NY_01_4161, 6891340000.0, 6562590000.0, 328750000.0
 NY_01_4162, 7397440000.0, 7226670000.0, 170770000.0
 NY_01_4163, 2293860000.0, 2211120000.0, 82740000.0
 NY_01_4165, 3330320000.0, 3264140000.0, 66180000.0
 NY_01_4166, 1919220000.0, 1881420000.0, 37800000.0
 NY_01_4167, 5488830000.0, 5196050000.0, 292780000.0
 NY_01_4168, 2687810000.0, 2706910000.0, -19100000.0
 NY_01_4169, 3313180000.0, 3131300000.0, 181880000.0
 NY_01_4171, 6764470000.0, 6596080000.0, 168390000.0
 NY_01_4172, 4685980000.0, 4519750000.0, 166230000.0
 NY_01_4173, 2860800000.0, 2861980000.0, -1180000.0
 NY_01_4361, 8499680000.0, 10229800000.0, -1730120000.0
 NY_01_4363, 8434030000.0, 10854300000.0, -2420270000.0
 NY_01_4364, 4586940000.0, 3846100000.0, 740840000.0
 NY_01_4365, 7960640000.0, 8948190000.0, -987550000.0
 NY_01_4366, 7824620000.0, 5134030000.0, 2690590000.0
 NY_01_4368, 6237430000.0, 8438760000.0, -2201330000.0
 NY_01_4369, 648453000.0, 975835000.0, -327382000.0
 NY_01_4371, 3920880000.0, 4406410000.0, -485530000.0
 NY_01_4372, 8851350000.0, 7730070000.0, 1121280000.0
 NY_01_4461, 8446160000.0, 10038600000.0, -1592440000.0
 NY_01_4462, 6093100000.0, 6525750000.0, -432650000.0
 NY_01_4464, 7700010000.0, 9139220000.0, -1439210000.0
 NY_01_4465, 7426370000.0, 10185700000.0, -2759330000.0
 NY_01_4466, 8435740000.0, 9028100000.0, -592360000.0
 NY_01_4467, 6123010000.0, 8282940000.0, -2159930000.0
 NY_01_4468, 7147900000.0, 8907200000.0, -1759300000.0
 NY_01_4469, 5293830000.0, 7047310000.0, -1753480000.0
 NY_01_4471, 6100500000.0, 6971660000.0, -871160000.0
 NY_01_4472, 5595630000.0, 7940610000.0, -2344980000.0
 NY_01_4473, 5176010000.0, 7356220000.0, -2180210000.0
 NY_01_4561, 7564490000.0, 9096790000.0, -1532300000.0
 NY_01_4562, 3708450000.0, 3576670000.0, 131780000.0
 NY_01_4563, 5333000000.0, 5203500000.0, 129500000.0
 NY_01_4564, 6534050000.0, 5899100000.0, 634950000.0
 NY_01_4565, 9416010000.0, 8836430000.0, 579580000.0
 NY_01_4566, 8338040000.0, 9589740000.0, -1251700000.0
 NY_01_4567, 5354990000.0, 6038050000.0, -683060000.0
 NY_01_4568, 1923550000.0, 1573880000.0, 349670000.0
 NY_01_4661, 8329120000.0, 7534000000.0, 795120000.0
 NY_01_4662, 7214900000.0, 9268010000.0, -2053110000.0
 NY_01_4663, 5436950000.0, 6296310000.0, -859360000.0
 NY_01_4664, 516276000.0, 669768000.0, -153492000.0
 NY_01_4666, 9144420000.0, 10276500000.0, -1132080000.0
 NY_01_4667, 6852930000.0, 8781050000.0, -1928120000.0
 NY_01_4668, 5975390000.0, 7736790000.0, -1761400000.0
 NY_01_4669, 1233780000.0, 1334150000.0, -100370000.0
 NY_01_4671, 8181680000.0, 8623560000.0, -441880000.0
 NY_01_4672, 6890200000.0, 9737390000.0, -2847190000.0
 NY_01_4761, 5988720000.0, 5277150000.0, 711570000.0
 NY_01_4763, 10134700000.0, 8857890000.0, 1276810000.0
 NY_01_4764, 3036530000.0, 3218470000.0, -181940000.0
 NY_01_4765, 1774680000.0, 3060670000.0, -1285990000.0
 NY_01_4767, 6507290000.0, 5852520000.0, 654770000.0
 NY_01_4768, 4871980000.0, 6080460000.0, -1208480000.0
 NY_01_4861, 1666350000.0, 1298920000.0, 367430000.0
 NY_01_4862, 1349140000.0, 2291930000.0, -942790000.0
 NY_01_4863, 3343680000.0, 4851430000.0, -1507750000.0
 NY_01_4864, 5258700000.0, 7240290000.0, -1981590000.0
 NY_01_4865, 1965030000.0, 2059480000.0, -94450000.0
 NY_01_4866, 5367170000.0, 6849760000.0, -1482590000.0
 NY_01_4868, 8458100000.0, 2945350000.0, 5512750000.0
 NY_01_4869, 939934000.0, 1180890000.0, -240956000.0
 NY_01_4962, 3553710000.0, 3370300000.0, 183410000.0
 NY_01_4964, 10281600000.0, 9964270000.0, 317330000.0
 NY_01_4965, 4062950000.0, 3894960000.0, 167990000.0
 NY_01_4966, 1984290000.0, 1793690000.0, 190600000.0
 NY_01_4967, 3963920000.0, 4238200000.0, -274280000.0
 NY_01_4968, 5088410000.0, 5073980000.0, 14430000.0
 NY_01_4969, 310685000.0, 306279000.0, 4406000.0
 NY_01_4971, 4582840000.0, 3593110000.0, 989730000.0
 NY_01_4973, 3070940000.0, 3549130000.0, -478190000.0
 NY_01_4991, 4266800000.0, 4722560000.0, -455760000.0
 NY_01_4993, 4368220000.0, 4832470000.0, -464250000.0
 NY_01_5161, 7482810000.0, 8725470000.0, -1242660000.0
 NY_01_5162, 3299240000.0, 4903300000.0, -1604060000.0
 NY_01_5164, 1665380000.0, 3779780000.0, -2114400000.0
 NY_01_5165, 5326020000.0, 4530770000.0, 795250000.0
 NY_01_5166, 13738300000.0, 5930850000.0, 7807450000.0
 NY_01_5168, 5036010000.0, 6044950000.0, -1008940000.0
 NY_01_5169, 9865450000.0, 5401290000.0, 4464160000.0
 NY_01_5261, 11033400000.0, 876729000.0, 10156671000.0
 NY_01_5262, 1953870000.0, 1698840000.0, 255030000.0
 NY_01_5264, 8619240000.0, 8959380000.0, -340140000.0
 NY_01_5266, 2701070000.0, 2632980000.0, 68090000.0
 NY_01_5267, 4116870000.0, 3790680000.0, 326190000.0
 NY_01_5268, 9265380000.0, 10535100000.0, -1269720000.0
 NY_01_5269, 3877610000.0, 4377660000.0, -500050000.0
 NY_01_5271, 1909360000.0, 3004640000.0, -1095280000.0
 NY_01_5272, 8108360000.0, 7024480000.0, 1083880000.0
 NY_01_5361, 3406900000.0, 4414190000.0, -1007290000.0
 NY_01_5362, 5709990000.0, 6627590000.0, -917600000.0
 NY_01_5363, 2086180000.0, 4484690000.0, -2398510000.0
 NY_01_5364, 5843980000.0, 6182820000.0, -338840000.0
 NY_01_5365, 6673640000.0, 7799910000.0, -1126270000.0
 NY_01_5366, 7044990000.0, 9720970000.0, -2675980000.0
 NY_01_5461, 5926770000.0, 6210250000.0, -283480000.0
 NY_01_5462, 9112080000.0, 9833320000.0, -721240000.0
 NY_01_5464, 7304180000.0, 8465730000.0, -1161550000.0
 NY_01_5468, 6706030000.0, 6521960000.0, 184070000.0
 NY_01_5469, 1001550000.0, 1152670000.0, -151120000.0
 NY_01_5471, 3842900000.0, 3516770000.0, 326130000.0
 NY_01_5472, 6439840000.0, 6895470000.0, -455630000.0
 NY_01_5473, 10346200000.0, 11347400000.0, -1001200000.0
 NY_01_5561, 11813200000.0, 11356000000.0, 457200000.0
 NY_01_5562, 5118120000.0, 1158800000.0, 3959320000.0
 NY_01_5563, 5226520000.0, 5156510000.0, 70010000.0
 NY_01_5565, 2576770000.0, 5360970000.0, -2784200000.0
 NY_01_5567, 5339480000.0, 2713570000.0, 2625910000.0
 NY_01_5662, 5327570000.0, 9629980000.0, -4302410000.0
 NY_01_5663, 5278280000.0, 4474750000.0, 803530000.0
 NY_01_5665, 10104100000.0, 11299700000.0, -1195600000.0
 NY_01_5666, 6977310000.0, 6693100000.0, 284210000.0
 NY_01_5668, 5338460000.0, 7639550000.0, -2301090000.0
 NY_01_5669, 8427130000.0, 10360100000.0, -1932970000.0
 NY_01_5670, 9826060000.0, 7311920000.0, 2514140000.0
 NY_01_5671, 2816920000.0, 2742590000.0, 74330000.0
 NY_01_5761, 4938390000.0, 10299500000.0, -5361110000.0
 NY_01_5762, 3843550000.0, 4477650000.0, -634100000.0
 NY_01_5763, 5546610000.0, 12448800000.0, -6902190000.0
 NY_01_5764, 3310190000.0, 7518310000.0, -4208120000.0
 NY_01_5766, 6059380000.0, 7011270000.0, -951890000.0
 NY_01_5768, 7268360000.0, 7277380000.0, -9020000.0
 NY_01_5769, 3874100000.0, 8191210000.0, -4317110000.0
 NY_01_5861, 8621310000.0, 11750700000.0, -3129390000.0
 NY_01_5862, 6838950000.0, 7156750000.0, -317800000.0
 NY_01_5864, 7301100000.0, 6959980000.0, 341120000.0
 NY_01_5871, 8220020000.0, 8051100000.0, 168920000.0
